,timestamp,building_id,meter,month,weekday,hour,site_id,primaryspaceusage,sqm,lat,lng,timezone,airTemperature,dewTemperature,seaLvlPressure,windDirection,windSpeed,meter_reading
1346210,2016-01-19 08:00:00,1547,1,1,1,8,15,3,6013.0,51.53,-0.13,1,-1.1,-2.8,1016.5,30.0,1.0,70.7
1349263,2016-01-19 09:00:00,1547,1,1,1,9,15,3,6013.0,51.53,-0.13,1,-1.0,-2.4,1017.0,40.0,0.5,84.5
1352316,2016-01-19 10:00:00,1547,1,1,1,10,15,3,6013.0,51.53,-0.13,1,-1.0,-2.8,1017.0,350.0,1.0,83.3
1355369,2016-01-19 11:00:00,1547,1,1,1,11,15,3,6013.0,51.53,-0.13,1,3.4,-0.9,1017.5,0.0,0.0,68.0
1358422,2016-01-19 12:00:00,1547,1,1,1,12,15,3,6013.0,51.53,-0.13,1,4.1,-3.0,1017.5,140.0,0.5,69.7
1361475,2016-01-19 13:00:00,1547,1,1,1,13,15,3,6013.0,51.53,-0.13,1,4.6,-2.6,1017.0,230.0,1.5,71.3
1364528,2016-01-19 14:00:00,1547,1,1,1,14,15,3,6013.0,51.53,-0.13,1,4.8,-3.4,1017.0,240.0,1.5,82.6
1367581,2016-01-19 15:00:00,1547,1,1,1,15,15,3,6013.0,51.53,-0.13,1,4.3,-6.7,1017.0,320.0,1.5,75.7
1370634,2016-01-19 16:00:00,1547,1,1,1,16,15,3,6013.0,51.53,-0.13,1,4.2,-7.4,1017.0,330.0,0.5,76.1
1373687,2016-01-19 17:00:00,1547,1,1,1,17,15,3,6013.0,51.53,-0.13,1,2.7,-8.9,1017.5,270.0,2.1,88.4
1376740,2016-01-19 18:00:00,1547,1,1,1,18,15,3,6013.0,51.53,-0.13,1,1.8,-8.3,1018.0,320.0,1.5,95.3
1379793,2016-01-19 19:00:00,1547,1,1,1,19,15,3,6013.0,51.53,-0.13,1,1.2,-6.3,1018.0,320.0,1.5,111.5
1382846,2016-01-19 20:00:00,1547,1,1,1,20,15,3,6013.0,51.53,-0.13,1,0.4,-5.2,1018.5,350.0,1.0,114.5
1385899,2016-01-19 21:00:00,1547,1,1,1,21,15,3,6013.0,51.53,-0.13,1,-0.9,-4.7,1019.0,320.0,0.5,105.4
1388952,2016-01-19 22:00:00,1547,1,1,1,22,15,3,6013.0,51.53,-0.13,1,-1.1,-3.8,1019.0,280.0,1.0,101.0
1392005,2016-01-19 23:00:00,1547,1,1,1,23,15,3,6013.0,51.53,-0.13,1,-2.0,-4.4,1019.0,290.0,0.5,94.1
1395058,2016-01-20 00:00:00,1547,1,1,2,0,15,3,6013.0,51.53,-0.13,1,-2.6,-4.2,1019.0,300.0,1.0,83.0
1398111,2016-01-20 01:00:00,1547,1,1,2,1,15,3,6013.0,51.53,-0.13,1,-3.0,-4.3,1019.0,310.0,0.5,64.4
1401164,2016-01-20 02:00:00,1547,1,1,2,2,15,3,6013.0,51.53,-0.13,1,-3.1,-3.9,1019.0,340.0,1.0,46.6
1404217,2016-01-20 03:00:00,1547,1,1,2,3,15,3,6013.0,51.53,-0.13,1,-3.7,-4.4,1019.5,270.0,0.5,40.5
1407270,2016-01-20 04:00:00,1547,1,1,2,4,15,3,6013.0,51.53,-0.13,1,-3.8,-4.4,1019.5,290.0,1.0,36.9
1410323,2016-01-20 05:00:00,1547,1,1,2,5,15,3,6013.0,51.53,-0.13,1,-3.5,-4.1,1019.5,320.0,0.5,39.4
1413376,2016-01-20 06:00:00,1547,1,1,2,6,15,3,6013.0,51.53,-0.13,1,-3.5,-4.1,1019.5,290.0,0.5,46.1
1416429,2016-01-20 07:00:00,1547,1,1,2,7,15,3,6013.0,51.53,-0.13,1,-3.5,-4.2,1020.0,320.0,0.5,53.9
1419482,2016-01-20 08:00:00,1547,1,1,2,8,15,3,6013.0,51.53,-0.13,1,-3.3,-4.2,1020.5,290.0,1.0,77.4
1422535,2016-01-20 09:00:00,1547,1,1,2,9,15,3,6013.0,51.53,-0.13,1,-2.9,-4.0,1021.0,320.0,1.0,86.9
1425588,2016-01-20 10:00:00,1547,1,1,2,10,15,3,6013.0,51.53,-0.13,1,-1.3,-3.3,1021.0,340.0,0.5,75.0
1428641,2016-01-20 11:00:00,1547,1,1,2,11,15,3,6013.0,51.53,-0.13,1,1.3,-1.7,1021.0,320.0,0.5,66.4
1431694,2016-01-20 12:00:00,1547,1,1,2,12,15,3,6013.0,51.53,-0.13,1,3.2,-0.9,1021.0,310.0,1.0,69.3
1434747,2016-01-20 13:00:00,1547,1,1,2,13,15,3,6013.0,51.53,-0.13,1,5.2,-0.6,1020.5,320.0,0.5,80.0
1437800,2016-01-20 14:00:00,1547,1,1,2,14,15,3,6013.0,51.53,-0.13,1,6.7,0.5,1020.0,160.0,0.5,86.1
1440853,2016-01-20 15:00:00,1547,1,1,2,15,15,3,6013.0,51.53,-0.13,1,6.2,-0.1,1020.0,160.0,1.5,78.2
1443906,2016-01-20 16:00:00,1547,1,1,2,16,15,3,6013.0,51.53,-0.13,1,4.3,-0.1,1020.5,90.0,2.1,81.1
1446959,2016-01-20 17:00:00,1547,1,1,2,17,15,3,6013.0,51.53,-0.13,1,3.5,-0.2,1020.5,100.0,1.5,88.5
1450012,2016-01-20 18:00:00,1547,1,1,2,18,15,3,6013.0,51.53,-0.13,1,2.1,-0.5,1021.0,110.0,3.1,96.8
1453065,2016-01-20 19:00:00,1547,1,1,2,19,15,3,6013.0,51.53,-0.13,1,2.3,0.1,1021.5,100.0,3.6,99.3
1456118,2016-01-20 20:00:00,1547,1,1,2,20,15,3,6013.0,51.53,-0.13,1,2.4,0.5,1021.5,100.0,3.6,94.5
1459171,2016-01-20 21:00:00,1547,1,1,2,21,15,3,6013.0,51.53,-0.13,1,0.4,-0.6,1021.5,120.0,2.1,96.1
1462224,2016-01-20 22:00:00,1547,1,1,2,22,15,3,6013.0,51.53,-0.13,1,0.1,-1.1,1022.0,120.0,1.5,88.4
1465277,2016-01-20 23:00:00,1547,1,1,2,23,15,3,6013.0,51.53,-0.13,1,0.7,-0.4,1022.0,100.0,1.5,85.5
1468330,2016-01-21 00:00:00,1547,1,1,3,0,15,3,6013.0,51.53,-0.13,1,0.0,-1.6,1022.0,80.0,2.1,79.8
1471383,2016-01-21 01:00:00,1547,1,1,3,1,15,3,6013.0,51.53,-0.13,1,-0.1,-1.1,1021.0,80.0,2.6,68.1
1474436,2016-01-21 02:00:00,1547,1,1,3,2,15,3,6013.0,51.53,-0.13,1,-2.0,-3.0,1021.0,100.0,3.1,43.0
1477489,2016-01-21 03:00:00,1547,1,1,3,3,15,3,6013.0,51.53,-0.13,1,-1.0,-1.7,1021.5,100.0,2.6,41.0
1480542,2016-01-21 04:00:00,1547,1,1,3,4,15,3,6013.0,51.53,-0.13,1,-1.0,-1.5,1021.5,130.0,1.0,38.9
1483595,2016-01-21 05:00:00,1547,1,1,3,5,15,3,6013.0,51.53,-0.13,1,-0.2,-0.5,1021.5,90.0,2.1,38.3
1486648,2016-01-21 06:00:00,1547,1,1,3,6,15,3,6013.0,51.53,-0.13,1,1.2,-0.3,1021.0,120.0,4.1,39.0
1489701,2016-01-21 07:00:00,1547,1,1,3,7,15,3,6013.0,51.53,-0.13,1,1.3,-0.1,1021.5,120.0,3.1,43.1
1492754,2016-01-21 08:00:00,1547,1,1,3,8,15,3,6013.0,51.53,-0.13,1,1.7,0.4,1021.5,130.0,3.6,60.3
1495807,2016-01-21 09:00:00,1547,1,1,3,9,15,3,6013.0,51.53,-0.13,1,2.3,1.1,1022.0,110.0,1.5,82.2
1498860,2016-01-21 10:00:00,1547,1,1,3,10,15,3,6013.0,51.53,-0.13,1,3.6,2.1,1022.0,130.0,2.6,78.4
1501913,2016-01-21 11:00:00,1547,1,1,3,11,15,3,6013.0,51.53,-0.13,1,4.7,2.3,1021.5,150.0,3.6,77.1
1504966,2016-01-21 12:00:00,1547,1,1,3,12,15,3,6013.0,51.53,-0.13,1,5.8,1.6,1021.5,160.0,4.1,78.6
1508019,2016-01-21 13:00:00,1547,1,1,3,13,15,3,6013.0,51.53,-0.13,1,7.4,1.9,1021.0,160.0,5.1,83.4
1511072,2016-01-21 14:00:00,1547,1,1,3,14,15,3,6013.0,51.53,-0.13,1,8.0,0.7,1021.0,160.0,3.6,81.9
1514125,2016-01-21 15:00:00,1547,1,1,3,15,15,3,6013.0,51.53,-0.13,1,7.3,0.9,1021.0,160.0,5.1,71.1
1517178,2016-01-21 16:00:00,1547,1,1,3,16,15,3,6013.0,51.53,-0.13,1,6.7,2.1,1021.0,140.0,5.1,73.0
1520231,2016-01-21 17:00:00,1547,1,1,3,17,15,3,6013.0,51.53,-0.13,1,6.2,2.0,1021.0,150.0,4.6,83.9
1523284,2016-01-21 18:00:00,1547,1,1,3,18,15,3,6013.0,51.53,-0.13,1,5.8,1.8,1021.0,160.0,4.6,86.4
1526337,2016-01-21 19:00:00,1547,1,1,3,19,15,3,6013.0,51.53,-0.13,1,5.4,2.0,1021.0,150.0,3.6,90.7
1529390,2016-01-21 20:00:00,1547,1,1,3,20,15,3,6013.0,51.53,-0.13,1,4.5,2.0,1021.5,140.0,3.6,92.5
1532443,2016-01-21 21:00:00,1547,1,1,3,21,15,3,6013.0,51.53,-0.13,1,4.2,2.0,1021.0,130.0,4.1,87.0
1535496,2016-01-21 22:00:00,1547,1,1,3,22,15,3,6013.0,51.53,-0.13,1,3.6,1.8,1021.0,130.0,4.1,86.8
1538549,2016-01-21 23:00:00,1547,1,1,3,23,15,3,6013.0,51.53,-0.13,1,4.7,2.3,1020.5,150.0,4.6,91.5
1541602,2016-01-22 00:00:00,1547,1,1,4,0,15,3,6013.0,51.53,-0.13,1,5.1,2.5,1020.0,140.0,4.6,69.9
1544655,2016-01-22 01:00:00,1547,1,1,4,1,15,3,6013.0,51.53,-0.13,1,5.6,2.8,1019.5,150.0,4.6,68.7
1547708,2016-01-22 02:00:00,1547,1,1,4,2,15,3,6013.0,51.53,-0.13,1,5.9,3.1,1019.5,160.0,5.7,55.6
1550761,2016-01-22 03:00:00,1547,1,1,4,3,15,3,6013.0,51.53,-0.13,1,5.9,2.9,1019.0,150.0,4.6,44.4
1553814,2016-01-22 04:00:00,1547,1,1,4,4,15,3,6013.0,51.53,-0.13,1,5.7,2.8,1018.5,150.0,4.6,42.4
1556867,2016-01-22 05:00:00,1547,1,1,4,5,15,3,6013.0,51.53,-0.13,1,5.8,2.8,1017.5,150.0,5.1,39.9
1559920,2016-01-22 06:00:00,1547,1,1,4,6,15,3,6013.0,51.53,-0.13,1,6.0,3.1,1017.0,150.0,4.6,40.7
1562973,2016-01-22 07:00:00,1547,1,1,4,7,15,3,6013.0,51.53,-0.13,1,6.5,4.1,1016.5,160.0,5.7,45.7
1566026,2016-01-22 08:00:00,1547,1,1,4,8,15,3,6013.0,51.53,-0.13,1,6.2,5.2,1015.5,150.0,6.2,66.5
1569079,2016-01-22 09:00:00,1547,1,1,4,9,15,3,6013.0,51.53,-0.13,1,6.3,5.6,1015.5,160.0,6.7,79.2
1572132,2016-01-22 10:00:00,1547,1,1,4,10,15,3,6013.0,51.53,-0.13,1,6.5,6.1,1015.0,150.0,4.6,81.5
1575185,2016-01-22 11:00:00,1547,1,1,4,11,15,3,6013.0,51.53,-0.13,1,7.6,6.9,1014.5,170.0,6.2,74.6
1578238,2016-01-22 12:00:00,1547,1,1,4,12,15,3,6013.0,51.53,-0.13,1,8.0,7.5,1014.0,180.0,5.7,70.8
1581291,2016-01-22 13:00:00,1547,1,1,4,13,15,3,6013.0,51.53,-0.13,1,8.8,8.4,1014.0,180.0,5.1,73.8
1584344,2016-01-22 14:00:00,1547,1,1,4,14,15,3,6013.0,51.53,-0.13,1,9.4,9.0,1014.0,190.0,4.6,79.0
1587397,2016-01-22 15:00:00,1547,1,1,4,15,15,3,6013.0,51.53,-0.13,1,10.0,9.8,1014.5,220.0,4.1,73.3
1590450,2016-01-22 16:00:00,1547,1,1,4,16,15,3,6013.0,51.53,-0.13,1,10.8,10.1,1015.5,220.0,3.6,68.6
1593503,2016-01-22 17:00:00,1547,1,1,4,17,15,3,6013.0,51.53,-0.13,1,9.8,8.0,1017.0,260.0,5.1,75.0
1596556,2016-01-22 18:00:00,1547,1,1,4,18,15,3,6013.0,51.53,-0.13,1,9.4,7.3,1018.5,260.0,6.2,81.3
1599609,2016-01-22 19:00:00,1547,1,1,4,19,15,3,6013.0,51.53,-0.13,1,8.9,6.7,1019.5,240.0,6.2,76.3
1602662,2016-01-22 20:00:00,1547,1,1,4,20,15,3,6013.0,51.53,-0.13,1,9.0,6.5,1020.5,240.0,7.2,81.9
1605715,2016-01-22 21:00:00,1547,1,1,4,21,15,3,6013.0,51.53,-0.13,1,8.4,6.1,1021.0,240.0,4.1,75.0
1608768,2016-01-22 22:00:00,1547,1,1,4,22,15,3,6013.0,51.53,-0.13,1,7.7,5.9,1022.0,230.0,4.1,76.0
1611821,2016-01-22 23:00:00,1547,1,1,4,23,15,3,6013.0,51.53,-0.13,1,7.6,6.1,1023.0,230.0,5.7,67.0
1614874,2016-01-23 00:00:00,1547,1,1,5,0,15,3,6013.0,51.53,-0.13,1,6.2,5.0,1024.0,210.0,3.6,61.6
1617927,2016-01-23 01:00:00,1547,1,1,5,1,15,3,6013.0,51.53,-0.13,1,6.9,5.9,1025.0,210.0,2.6,51.3
1620980,2016-01-23 02:00:00,1547,1,1,5,2,15,3,6013.0,51.53,-0.13,1,6.2,5.4,1026.0,220.0,3.1,47.3
1624033,2016-01-23 03:00:00,1547,1,1,5,3,15,3,6013.0,51.53,-0.13,1,5.9,5.2,1027.0,220.0,4.1,48.4
1627086,2016-01-23 04:00:00,1547,1,1,5,4,15,3,6013.0,51.53,-0.13,1,5.6,5.1,1028.0,220.0,2.6,53.0
1630139,2016-01-23 05:00:00,1547,1,1,5,5,15,3,6013.0,51.53,-0.13,1,4.2,3.8,1028.0,170.0,1.5,47.9
1633192,2016-01-23 06:00:00,1547,1,1,5,6,15,3,6013.0,51.53,-0.13,1,4.7,4.4,1028.0,190.0,2.1,37.3
1636245,2016-01-23 07:00:00,1547,1,1,5,7,15,3,6013.0,51.53,-0.13,1,5.7,5.6,1029.0,210.0,4.6,36.6
1639298,2016-01-23 08:00:00,1547,1,1,5,8,15,3,6013.0,51.53,-0.13,1,5.8,5.4,1030.0,210.0,2.1,38.9
1642351,2016-01-23 09:00:00,1547,1,1,5,9,15,3,6013.0,51.53,-0.13,1,5.9,5.6,1031.0,240.0,2.1,41.7
1645404,2016-01-23 10:00:00,1547,1,1,5,10,15,3,6013.0,51.53,-0.13,1,7.1,6.6,1031.0,230.0,3.1,52.5
1648457,2016-01-23 11:00:00,1547,1,1,5,11,15,3,6013.0,51.53,-0.13,1,7.1,6.9,1032.0,210.0,3.6,53.4
1651510,2016-01-23 12:00:00,1547,1,1,5,12,15,3,6013.0,51.53,-0.13,1,7.9,7.8,1032.0,210.0,4.6,59.4
1654563,2016-01-23 13:00:00,1547,1,1,5,13,15,3,6013.0,51.53,-0.13,1,9.0,8.5,1031.0,180.0,3.1,73.1
1657616,2016-01-23 14:00:00,1547,1,1,5,14,15,3,6013.0,51.53,-0.13,1,10.1,8.9,1030.0,170.0,2.6,72.7
1660669,2016-01-23 15:00:00,1547,1,1,5,15,15,3,6013.0,51.53,-0.13,1,11.0,9.0,1030.0,180.0,3.6,69.2
1663722,2016-01-23 16:00:00,1547,1,1,5,16,15,3,6013.0,51.53,-0.13,1,9.1,7.6,1030.0,180.0,5.1,68.5
1666775,2016-01-23 17:00:00,1547,1,1,5,17,15,3,6013.0,51.53,-0.13,1,8.6,7.0,1030.0,160.0,4.6,70.2
1669828,2016-01-23 18:00:00,1547,1,1,5,18,15,3,6013.0,51.53,-0.13,1,8.2,6.8,1029.0,150.0,4.6,78.7
1672881,2016-01-23 19:00:00,1547,1,1,5,19,15,3,6013.0,51.53,-0.13,1,8.2,6.7,1028.0,170.0,5.7,78.3
1675934,2016-01-23 20:00:00,1547,1,1,5,20,15,3,6013.0,51.53,-0.13,1,8.4,7.0,1028.0,180.0,4.1,72.6
1678987,2016-01-23 21:00:00,1547,1,1,5,21,15,3,6013.0,51.53,-0.13,1,8.5,7.1,1028.0,170.0,6.2,70.4
1682040,2016-01-23 22:00:00,1547,1,1,5,22,15,3,6013.0,51.53,-0.13,1,8.4,7.6,1027.0,180.0,5.7,75.6
1685093,2016-01-23 23:00:00,1547,1,1,5,23,15,3,6013.0,51.53,-0.13,1,8.6,8.0,1027.0,190.0,4.1,65.8
1688146,2016-01-24 00:00:00,1547,1,1,6,0,15,3,6013.0,51.53,-0.13,1,8.7,8.3,1027.0,180.0,5.1,64.2
1691199,2016-01-24 01:00:00,1547,1,1,6,1,15,3,6013.0,51.53,-0.13,1,9.0,8.7,1026.0,190.0,4.6,55.8
1694252,2016-01-24 02:00:00,1547,1,1,6,2,15,3,6013.0,51.53,-0.13,1,9.2,9.1,1026.0,180.0,3.6,49.6
1697305,2016-01-24 03:00:00,1547,1,1,6,3,15,3,6013.0,51.53,-0.13,1,9.3,9.3,1026.0,180.0,3.1,43.6
1700358,2016-01-24 04:00:00,1547,1,1,6,4,15,3,6013.0,51.53,-0.13,1,9.8,9.8,1026.0,170.0,2.6,35.2
1703411,2016-01-24 05:00:00,1547,1,1,6,5,15,3,6013.0,51.53,-0.13,1,10.0,10.0,1026.0,180.0,3.1,39.4
1706464,2016-01-24 06:00:00,1547,1,1,6,6,15,3,6013.0,51.53,-0.13,1,11.1,11.1,1026.0,210.0,4.1,33.2
1709517,2016-01-24 07:00:00,1547,1,1,6,7,15,3,6013.0,51.53,-0.13,1,12.0,12.0,1026.0,210.0,4.6,34.9
1712570,2016-01-24 08:00:00,1547,1,1,6,8,15,3,6013.0,51.53,-0.13,1,11.9,11.9,1026.0,220.0,5.1,32.8
1715623,2016-01-24 09:00:00,1547,1,1,6,9,15,3,6013.0,51.53,-0.13,1,12.2,12.1,1027.0,200.0,5.7,39.1
1718676,2016-01-24 10:00:00,1547,1,1,6,10,15,3,6013.0,51.53,-0.13,1,12.5,12.2,1027.0,200.0,5.7,52.7
1721729,2016-01-24 11:00:00,1547,1,1,6,11,15,3,6013.0,51.53,-0.13,1,13.3,12.3,1027.0,210.0,5.7,55.3
1724782,2016-01-24 12:00:00,1547,1,1,6,12,15,3,6013.0,51.53,-0.13,1,14.0,12.5,1027.0,220.0,5.1,55.7
1727835,2016-01-24 13:00:00,1547,1,1,6,13,15,3,6013.0,51.53,-0.13,1,14.9,12.7,1027.0,220.0,4.6,59.4
1730888,2016-01-24 14:00:00,1547,1,1,6,14,15,3,6013.0,51.53,-0.13,1,14.8,12.7,1026.0,220.0,5.1,69.0
1733941,2016-01-24 15:00:00,1547,1,1,6,15,15,3,6013.0,51.53,-0.13,1,14.4,12.9,1026.0,220.0,4.6,64.2
1736994,2016-01-24 16:00:00,1547,1,1,6,16,15,3,6013.0,51.53,-0.13,1,14.0,12.4,1027.0,210.0,5.1,66.2
1740047,2016-01-24 17:00:00,1547,1,1,6,17,15,3,6013.0,51.53,-0.13,1,13.3,12.3,1026.0,180.0,3.6,69.2
1743100,2016-01-24 18:00:00,1547,1,1,6,18,15,3,6013.0,51.53,-0.13,1,12.8,12.1,1027.0,190.0,4.1,73.3
1746153,2016-01-24 19:00:00,1547,1,1,6,19,15,3,6013.0,51.53,-0.13,1,12.2,11.9,1027.0,180.0,3.6,81.8
1749206,2016-01-24 20:00:00,1547,1,1,6,20,15,3,6013.0,51.53,-0.13,1,12.0,11.7,1027.0,170.0,4.1,82.2
1752259,2016-01-24 21:00:00,1547,1,1,6,21,15,3,6013.0,51.53,-0.13,1,12.6,12.2,1026.0,170.0,4.6,75.6
1755312,2016-01-24 22:00:00,1547,1,1,6,22,15,3,6013.0,51.53,-0.13,1,12.3,11.6,1026.0,180.0,3.6,74.7
1758365,2016-01-24 23:00:00,1547,1,1,6,23,15,3,6013.0,51.53,-0.13,1,11.9,11.2,1025.0,170.0,3.6,74.5
1761418,2016-01-25 00:00:00,1547,1,1,0,0,15,3,6013.0,51.53,-0.13,1,11.5,10.9,1025.0,170.0,2.6,64.8
1764471,2016-01-25 01:00:00,1547,1,1,0,1,15,3,6013.0,51.53,-0.13,1,11.0,10.4,1024.0,160.0,3.1,55.9
1767524,2016-01-25 02:00:00,1547,1,1,0,2,15,3,6013.0,51.53,-0.13,1,11.4,10.5,1023.5,170.0,4.6,42.3
1770577,2016-01-25 03:00:00,1547,1,1,0,3,15,3,6013.0,51.53,-0.13,1,11.4,9.6,1022.5,180.0,4.6,35.1
1773630,2016-01-25 04:00:00,1547,1,1,0,4,15,3,6013.0,51.53,-0.13,1,11.5,9.3,1021.5,160.0,5.1,33.6
1776683,2016-01-25 05:00:00,1547,1,1,0,5,15,3,6013.0,51.53,-0.13,1,10.7,8.9,1021.5,170.0,4.6,31.0
1779736,2016-01-25 06:00:00,1547,1,1,0,6,15,3,6013.0,51.53,-0.13,1,10.5,8.8,1020.5,160.0,4.6,29.4
1782789,2016-01-25 07:00:00,1547,1,1,0,7,15,3,6013.0,51.53,-0.13,1,10.1,7.7,1020.0,150.0,6.2,36.4
1785842,2016-01-25 08:00:00,1547,1,1,0,8,15,3,6013.0,51.53,-0.13,1,9.8,6.8,1019.5,160.0,5.1,53.6
1788895,2016-01-25 09:00:00,1547,1,1,0,9,15,3,6013.0,51.53,-0.13,1,10.2,6.5,1019.0,150.0,2.6,69.5
1791948,2016-01-25 10:00:00,1547,1,1,0,10,15,3,6013.0,51.53,-0.13,1,11.2,6.4,1019.0,180.0,5.1,56.3
1795001,2016-01-25 11:00:00,1547,1,1,0,11,15,3,6013.0,51.53,-0.13,1,11.9,7.6,1019.0,190.0,6.7,66.2
1798054,2016-01-25 12:00:00,1547,1,1,0,12,15,3,6013.0,51.53,-0.13,1,12.2,8.5,1018.5,190.0,5.7,62.6
1801107,2016-01-25 13:00:00,1547,1,1,0,13,15,3,6013.0,51.53,-0.13,1,12.9,9.7,1018.0,180.0,6.7,64.0
1804160,2016-01-25 14:00:00,1547,1,1,0,14,15,3,6013.0,51.53,-0.13,1,13.0,10.5,1017.5,190.0,5.7,61.7
1807213,2016-01-25 15:00:00,1547,1,1,0,15,15,3,6013.0,51.53,-0.13,1,12.6,10.7,1017.5,190.0,6.2,70.8
1810266,2016-01-25 16:00:00,1547,1,1,0,16,15,3,6013.0,51.53,-0.13,1,13.3,10.2,1017.5,220.0,8.8,72.7
1813319,2016-01-25 17:00:00,1547,1,1,0,17,15,3,6013.0,51.53,-0.13,1,12.4,8.7,1018.0,220.0,10.3,73.7
1816372,2016-01-25 18:00:00,1547,1,1,0,18,15,3,6013.0,51.53,-0.13,1,12.0,8.3,1019.0,220.0,8.2,80.4
1819425,2016-01-25 19:00:00,1547,1,1,0,19,15,3,6013.0,51.53,-0.13,1,11.8,8.1,1020.0,230.0,8.2,88.6
1822478,2016-01-25 20:00:00,1547,1,1,0,20,15,3,6013.0,51.53,-0.13,1,11.0,6.8,1022.0,250.0,8.2,92.7
1825531,2016-01-25 21:00:00,1547,1,1,0,21,15,3,6013.0,51.53,-0.13,1,9.8,5.7,1022.5,250.0,7.2,79.4
1828584,2016-01-25 22:00:00,1547,1,1,0,22,15,3,6013.0,51.53,-0.13,1,8.9,5.4,1022.5,240.0,4.6,78.7
1831637,2016-01-25 23:00:00,1547,1,1,0,23,15,3,6013.0,51.53,-0.13,1,8.1,5.7,1023.5,230.0,4.6,74.7
1834690,2016-01-26 00:00:00,1547,1,1,1,0,15,3,6013.0,51.53,-0.13,1,7.3,5.5,1023.5,220.0,4.1,61.2
1837743,2016-01-26 01:00:00,1547,1,1,1,1,15,3,6013.0,51.53,-0.13,1,6.7,5.2,1023.5,210.0,3.1,53.3
1840796,2016-01-26 02:00:00,1547,1,1,1,2,15,3,6013.0,51.53,-0.13,1,6.3,5.0,1023.0,190.0,3.6,44.3
1843849,2016-01-26 03:00:00,1547,1,1,1,3,15,3,6013.0,51.53,-0.13,1,5.6,4.9,1022.5,190.0,2.6,37.8
1846902,2016-01-26 04:00:00,1547,1,1,1,4,15,3,6013.0,51.53,-0.13,1,5.9,5.5,1022.0,200.0,3.1,38.3
1849955,2016-01-26 05:00:00,1547,1,1,1,5,15,3,6013.0,51.53,-0.13,1,6.1,5.8,1021.0,170.0,2.6,35.7
1853008,2016-01-26 06:00:00,1547,1,1,1,6,15,3,6013.0,51.53,-0.13,1,7.4,6.6,1020.0,190.0,4.6,31.8
1856061,2016-01-26 07:00:00,1547,1,1,1,7,15,3,6013.0,51.53,-0.13,1,7.7,6.7,1019.5,200.0,5.7,40.2
1859114,2016-01-26 08:00:00,1547,1,1,1,8,15,3,6013.0,51.53,-0.13,1,8.7,7.0,1018.0,190.0,6.2,57.6
1862167,2016-01-26 09:00:00,1547,1,1,1,9,15,3,6013.0,51.53,-0.13,1,9.4,6.7,1017.5,200.0,8.2,70.1
1865220,2016-01-26 10:00:00,1547,1,1,1,10,15,3,6013.0,51.53,-0.13,1,9.9,6.4,1017.0,210.0,7.7,67.4
1868273,2016-01-26 11:00:00,1547,1,1,1,11,15,3,6013.0,51.53,-0.13,1,10.6,6.3,1016.0,220.0,10.3,61.8
1871326,2016-01-26 12:00:00,1547,1,1,1,12,15,3,6013.0,51.53,-0.13,1,10.9,6.5,1015.5,220.0,11.3,64.4
1874379,2016-01-26 13:00:00,1547,1,1,1,13,15,3,6013.0,51.53,-0.13,1,10.0,8.2,1014.5,210.0,10.8,64.8
1877432,2016-01-26 14:00:00,1547,1,1,1,14,15,3,6013.0,51.53,-0.13,1,10.1,8.8,1013.5,210.0,11.3,71.8
1880485,2016-01-26 15:00:00,1547,1,1,1,15,15,3,6013.0,51.53,-0.13,1,10.5,9.2,1012.5,210.0,10.8,63.3
1883538,2016-01-26 16:00:00,1547,1,1,1,16,15,3,6013.0,51.53,-0.13,1,10.4,9.4,1012.5,210.0,12.4,65.8
1886591,2016-01-26 17:00:00,1547,1,1,1,17,15,3,6013.0,51.53,-0.13,1,10.8,9.9,1012.5,210.0,10.8,74.2
1889644,2016-01-26 18:00:00,1547,1,1,1,18,15,3,6013.0,51.53,-0.13,1,11.1,10.0,1012.0,210.0,10.8,82.6
1892697,2016-01-26 19:00:00,1547,1,1,1,19,15,3,6013.0,51.53,-0.13,1,11.1,10.3,1012.0,210.0,9.8,87.4
1895750,2016-01-26 20:00:00,1547,1,1,1,20,15,3,6013.0,51.53,-0.13,1,11.2,10.3,1012.0,210.0,9.8,91.5
1898803,2016-01-26 21:00:00,1547,1,1,1,21,15,3,6013.0,51.53,-0.13,1,11.4,10.6,1012.0,210.0,9.8,78.9
1901856,2016-01-26 22:00:00,1547,1,1,1,22,15,3,6013.0,51.53,-0.13,1,11.3,10.7,1011.5,210.0,9.8,78.8
1904909,2016-01-26 23:00:00,1547,1,1,1,23,15,3,6013.0,51.53,-0.13,1,11.4,10.9,1011.5,210.0,8.8,68.7
1907962,2016-01-27 00:00:00,1547,1,1,2,0,15,3,6013.0,51.53,-0.13,1,11.4,10.9,1011.5,200.0,8.8,61.4
1911015,2016-01-27 01:00:00,1547,1,1,2,1,15,3,6013.0,51.53,-0.13,1,11.6,11.1,1010.5,200.0,8.8,46.9
1914068,2016-01-27 02:00:00,1547,1,1,2,2,15,3,6013.0,51.53,-0.13,1,11.9,11.2,1010.0,210.0,9.8,37.7
1917121,2016-01-27 03:00:00,1547,1,1,2,3,15,3,6013.0,51.53,-0.13,1,11.9,11.2,1009.0,210.0,11.3,37.9
1920174,2016-01-27 04:00:00,1547,1,1,2,4,15,3,6013.0,51.53,-0.13,1,12.1,11.2,1009.0,220.0,10.8,41.0
